time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/clip_range,train/value_loss,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,train/n_updates,train/learning_rate,rollout/ep_len_mean,rollout/ep_rew_mean
0,975,88,264,0.2,0.00013233055360615254,5.9730296925408766e-05,0.0,0.0,-7.798274594961186e-08,0.0,0.0,870,0.0003,20.333333333333332,261.6666666666667
0,977,89,267,0.2,0.00012400958439684473,5.82320753892418e-05,0.0,0.0,7.388492662130375e-08,0.0,0.0,880,0.0003,20.333333333333332,261.6666666666667
0,979,90,270,0.2,0.00011718689420376904,5.421680543804541e-05,0.0,0.0,-2.2351741790771484e-09,0.0,-1.1920928955078125e-07,890,0.0003,20.333333333333332,261.6666666666667
0,980,91,273,0.2,0.00011020490892406087,5.1834576879628e-05,0.0,0.0,6.301949539988527e-08,0.0,0.0,900,0.0003,20.333333333333332,261.6666666666667
0,982,92,276,0.2,0.00010393592674518004,4.880594497080892e-05,0.0,0.0,-3.973643245558378e-08,0.0,0.0,910,0.0003,20.333333333333332,261.6666666666667
0,984,93,279,0.2,9.785342954273801e-05,4.607341543305665e-05,0.0,0.0,-1.8645078370127521e-07,0.0,0.0,920,0.0003,20.333333333333332,261.6666666666667
0,986,94,282,0.2,9.221942273143213e-05,4.366270513855852e-05,0.0,0.0,-7.450580596923828e-09,0.0,0.0,930,0.0003,20.333333333333332,261.6666666666667
0,987,95,285,0.2,8.685498723934871e-05,4.1253566450905055e-05,0.0,0.0,-1.1827796697616577e-07,0.0,0.0,940,0.0003,20.333333333333332,261.6666666666667
0,989,96,288,0.2,8.18311636976432e-05,3.898997965734452e-05,0.0,0.0,-1.1896093781160743e-07,0.0,5.960464477539063e-08,950,0.0003,20.333333333333332,261.6666666666667
0,991,97,291,0.2,7.707955919613596e-05,3.698994260048494e-05,0.0,0.0,-4.780789319980272e-09,0.0,0.0,960,0.0003,20.333333333333332,261.6666666666667
0,993,98,294,0.2,7.261010614456609e-05,3.489496521069668e-05,0.0,0.0,-8.990367561523271e-08,0.0,-1.1920928955078125e-07,970,0.0003,20.333333333333332,261.6666666666667
0,995,99,297,0.2,6.839463094365783e-05,3.297904186183587e-05,0.0,0.0,-9.015202735440653e-08,0.0,0.0,980,0.0003,20.333333333333332,261.6666666666667
0,1001,100,300,0.2,6.442634912673384e-05,3.1098239560378715e-05,0.0,0.0,-1.7272929540013137e-07,0.0,0.0,990,0.0003,20.333333333333332,261.6666666666667
0,1003,101,303,0.2,6.068531401979271e-05,-0.029132207855582237,-0.6485361099243164,0.0013847749,-0.01321202355126445,0.0,-1.1920928955078125e-07,1000,0.0003,20.333333333333332,261.6666666666667
0,1005,102,306,0.2,5.715951301681344e-05,2.791585575323552e-05,0.0,0.0,1.5522043206317448e-09,0.0,0.0,1010,0.0003,20.333333333333332,261.6666666666667
0,1006,103,309,0.2,5.3840242253500036e-05,2.6436622647452168e-05,0.0,0.0,5.4389239068086684e-08,0.0,0.0,1020,0.0003,20.333333333333332,261.6666666666667
0,1008,104,312,0.2,5.071150681033032e-05,2.48783289862331e-05,0.0,0.0,-6.339202585081694e-08,0.0,0.0,1030,0.0003,20.333333333333332,261.6666666666667
0,1010,105,315,0.2,4.7765924591658404e-05,2.339870661671739e-05,0.0,0.0,-1.400709237486808e-07,0.0,0.0,1040,0.0003,20.333333333333332,261.6666666666667
0,1012,106,318,0.2,4.4989454454480435e-05,2.2225573047762737e-05,0.0,0.0,-8.766850072561283e-08,0.0,0.0,1050,0.0003,20.333333333333332,261.6666666666667
0,1013,107,321,0.2,4.237532702973112e-05,2.0992431018385105e-05,0.0,0.0,3.973643103449831e-09,0.0,0.0,1060,0.0003,20.333333333333332,261.6666666666667
0,1015,108,324,0.2,3.991226458310848e-05,1.9820607121801004e-05,0.0,0.0,1.0803342220810919e-08,0.0,0.0,1070,0.0003,20.333333333333332,261.6666666666667
0,1017,109,327,0.2,3.7591916043311355e-05,1.8533526599640027e-05,0.0,0.0,-1.6950071142218802e-07,0.0,0.0,1080,0.0003,20.333333333333332,261.6666666666667
0,1019,110,330,0.2,3.5407304494583514e-05,1.744508699630387e-05,0.0,0.0,-1.7831723333472383e-07,0.0,0.0,1090,0.0003,20.333333333333332,261.6666666666667
0,1020,111,333,0.2,3.3349162276863356e-05,1.667198012000881e-05,0.0,0.0,8.071462609393621e-10,0.0,0.0,1100,0.0003,20.333333333333332,261.6666666666667
0,1026,112,336,0.2,3.1410639257956065e-05,1.5674093447159976e-05,0.0,0.0,-5.289912259343055e-08,0.0,0.0,1110,0.0003,84.0,198.75
0,1063,113,339,0.2,79.48098754882812,37.92607879638672,0.0,0.0,1.7068038914658246e-06,0.0,0.0,1120,0.0003,84.0,198.75
0,1069,114,342,0.2,0.025723348185420037,-0.0006550559774041176,-0.5971936583518982,0.0008784334,-0.006027138337958604,0.0,-341.8623962402344,1130,0.0003,84.0,198.75
0,1071,115,345,0.2,0.0017024318280164153,-0.020180774852633476,-0.5968582451343536,0.00068899,-0.008104420872405172,0.0,0.0,1140,0.0003,84.0,198.75
0,1072,116,348,0.2,0.0007725832583673764,2.9917417123215273e-05,0.0,0.0,-6.50684043534966e-08,0.0,1.7881393432617188e-07,1150,0.0003,84.0,198.75
0,1074,117,351,0.2,0.00029274355074448977,0.00017205435142386705,0.0,0.0,-1.4820447020724713e-07,0.0,0.0,1160,0.0003,84.0,198.75
0,1076,118,354,0.2,0.00021790790342492982,3.2783165806904435e-05,0.0,0.0,-2.2929162071250176e-07,0.0,5.960464477539063e-08,1170,0.0003,84.0,198.75
0,1078,119,357,0.2,0.00013698438087885733,8.697708108229563e-05,0.0,0.0,2.1109977410560533e-08,0.0,0.0,1180,0.0003,84.0,198.75
0,1080,120,360,0.2,0.00013367819337872788,4.57016249129083e-05,0.0,0.0,-6.842116633265505e-08,0.0,0.0,1190,0.0003,84.0,198.75
0,1082,121,363,0.2,0.00011183828064531554,6.162148929433897e-05,0.0,0.0,-3.6383669765882586e-08,0.0,0.0,1200,0.0003,84.0,198.75
0,1083,122,366,0.2,0.00010940929860225879,4.720317883766256e-05,0.0,0.0,-8.239100459661586e-08,0.0,0.0,1210,0.0003,84.0,198.75
0,1085,123,369,0.2,9.936524547811132e-05,5.063170465291478e-05,0.0,0.0,5.016724529127714e-08,0.0,0.0,1220,0.0003,84.0,198.75
0,1087,124,372,0.2,9.517733360553393e-05,4.441852797754109e-05,0.0,0.0,-1.7384689243726825e-09,0.0,0.0,1230,0.0003,84.0,198.75
0,1089,125,375,0.2,8.852267164911609e-05,4.363586049294099e-05,0.0,0.0,-1.502533820030294e-07,0.0,-1.1920928955078125e-07,1240,0.0003,84.0,198.75
0,1090,126,378,0.2,8.390555522055365e-05,4.0351893403567374e-05,0.0,0.0,6.239861463086527e-08,0.0,0.0,1250,0.0003,84.0,198.75
0,1092,127,381,0.2,7.864914750825847e-05,3.851156361633912e-05,0.0,0.0,-4.849086288061244e-08,0.0,0.0,1260,0.0003,84.0,198.75
0,1094,128,384,0.2,7.423443657899043e-05,3.6013116186950356e-05,0.0,0.0,-7.798274594961186e-08,0.0,0.0,1270,0.0003,84.0,198.75
0,1106,129,387,0.2,6.977625980653102e-05,3.412301521166228e-05,0.0,0.0,-1.0176251734606012e-07,0.0,0.0,1280,0.0003,84.0,198.75
0,1107,130,390,0.2,0.02814652994275093,-0.02236066199839115,-1.2421187996864318,0.002554834,-0.012907396027973483,0.0,-187.0432586669922,1290,0.0003,84.0,198.75
0,1109,131,393,0.2,0.00011223129549762235,3.0406270525418222e-05,0.0,0.0,-8.071462520575779e-09,0.0,0.0,1300,0.0003,84.0,198.75
0,1111,132,396,0.2,8.341806205862668e-05,4.912724398309365e-05,0.0,0.0,-1.9868215517249156e-09,0.0,0.0,1310,0.0003,84.0,198.75
0,1113,133,399,0.2,8.2815339192166e-05,3.384436422493309e-05,0.0,0.0,-4.793206933584315e-08,0.0,0.0,1320,0.0003,84.0,198.75
0,1115,134,402,0.2,7.259585981955752e-05,3.854473106912337e-05,0.0,0.0,-9.288390927508771e-08,0.0,0.0,1330,0.0003,84.0,198.75
0,1116,135,405,0.2,7.042598190309945e-05,3.2665444450685754e-05,0.0,0.0,4.364798584788332e-08,0.0,0.0,1340,0.0003,84.0,198.75
0,1118,136,408,0.2,6.475053651229245e-05,3.2782489142846316e-05,0.0,0.0,-1.1262794430422218e-07,0.0,0.0,1350,0.0003,84.0,198.75
0,1120,137,411,0.2,6.172850626171567e-05,2.977755320898723e-05,0.0,0.0,-5.16573592790337e-08,0.0,0.0,1360,0.0003,84.0,198.75
0,1122,138,414,0.2,5.7621907581051345e-05,2.8628852305701002e-05,0.0,0.0,-1.678243293667947e-07,0.0,0.0,1370,0.0003,84.0,198.75
0,1124,139,417,0.2,5.4514803923666474e-05,2.668493652890902e-05,0.0,0.0,-8.350859275196853e-08,0.0,0.0,1380,0.0003,84.0,198.75
0,1125,140,420,0.2,5.1161381634301506e-05,2.5569486751919612e-05,0.0,0.0,7.723768788991947e-08,0.0,0.0,1390,0.0003,84.0,198.75
0,1127,141,423,0.2,4.825558826269116e-05,2.3787149984855205e-05,0.0,0.0,-1.3106813554486507e-07,0.0,0.0,1400,0.0003,84.0,198.75
0,1129,142,426,0.2,4.5376541402220026e-05,2.261116424051579e-05,0.0,0.0,-1.533577904666572e-08,0.0,0.0,1410,0.0003,84.0,198.75
0,1131,143,429,0.2,4.2750359989440766e-05,2.1452517103170976e-05,0.0,0.0,3.2906729785509015e-08,0.0,0.0,1420,0.0003,84.0,198.75
0,1137,144,432,0.2,4.023000356028206e-05,1.9953929950133897e-05,0.0,0.0,-3.787378588526735e-08,0.0,0.0,1430,0.0003,84.0,198.75
0,1139,145,435,0.2,3.726714339791215e-05,-0.065962053835392,-0.634970223903656,0.020357173,-0.037206401691462075,0.10000000298023223,0.0,1440,0.0003,84.0,198.75
0,1141,146,438,0.2,3.5173508149455304e-05,1.911460822157096e-05,0.0,0.0,-6.730357853257374e-08,0.0,0.0,1450,0.0003,84.0,198.75
0,1143,147,441,0.2,3.462300692262943e-05,1.6110023352666758e-05,0.0,0.0,-1.623605712097742e-07,0.0,0.0,1460,0.0003,84.0,198.75
0,1144,148,444,0.2,3.140500584777328e-05,1.6326637705788016e-05,0.0,0.0,-1.018246038597681e-08,0.0,0.0,1470,0.0003,84.0,198.75
0,1146,149,447,0.2,3.014835410795058e-05,1.4724115317221731e-05,0.0,0.0,-1.3069560651501887e-07,0.0,0.0,1480,0.0003,84.0,198.75
0,1148,150,450,0.2,2.8010119967802895e-05,1.4252512301027309e-05,0.0,0.0,-4.5076013677203265e-08,0.0,0.0,1490,0.0003,84.0,198.75
0,1150,151,453,0.2,2.6576018717605622e-05,1.3347673302632757e-05,0.0,0.0,-3.625949283048158e-08,0.0,0.0,1500,0.0003,84.0,198.75
0,1151,152,456,0.2,2.4900343669287393e-05,1.2549360690172762e-05,0.0,0.0,-8.096297889892413e-08,0.0,0.0,1510,0.0003,84.0,198.75
0,1153,153,459,0.2,2.3514916574640665e-05,1.1779865417338442e-05,0.0,0.0,-8.561959106145877e-08,0.0,-1.1920928955078125e-07,1520,0.0003,84.0,198.75
0,1155,154,462,0.2,2.2101028844190295e-05,1.120350498240441e-05,0.0,0.0,-7.450580818968433e-10,0.0,0.0,1530,0.0003,84.0,198.75
0,1157,155,465,0.2,2.0833988401136594e-05,1.0386374015070032e-05,0.0,0.0,3.2037499408943405e-08,0.0,0.0,1540,0.0003,84.0,198.75
0,1159,156,468,0.2,1.960368635991472e-05,9.984105417970568e-06,0.0,0.0,4.290292743291957e-08,0.0,0.0,1550,0.0003,84.0,198.75
0,1161,157,471,0.2,1.8467709514879972e-05,9.19434296520194e-06,0.0,0.0,-1.7515073267304614e-07,0.0,0.0,1560,0.0003,84.0,198.75
0,1162,158,474,0.2,1.738623864184774e-05,8.630429874756373e-06,0.0,0.0,-1.5422702688283606e-07,0.0,0.0,1570,0.0003,84.0,198.75
0,1169,159,477,0.2,1.637507493796875e-05,8.237056135840248e-06,0.0,0.0,-8.04041846436121e-08,0.0,0.0,1580,0.0003,84.0,198.75
